LF,flow_x,flow_y,flow_z,parcel_size,dom_x,dom_y,dom_z,quads,rk_order,ftts,cost,rho
lf-4/lf118,128,16,16,100,0,0,0,0,3,3,18669.691,0.9210254411
lf-4/lf119,128,16,16,10,64,16,16,86,3,3,20836.902,0.9041670091
lf-4/lf120,128,16,16,10,64,16,16,50,3,3,20865.474,0.9253669757
lf-4/lf121,128,16,16,10,64,16,8,86,3,3,20260.278,0.8965405762
lf-4/lf122,128,16,16,10,64,16,8,50,3,3,20276.713,0.8988034713
lf-4/lf123,128,16,16,10,64,8,16,86,3,3,20855.963,0.9082858207
lf-4/lf124,128,16,16,10,64,8,16,50,3,3,20436.753,0.9172361218
lf-4/lf125,128,16,16,10,64,8,8,86,3,3,20133.115,0.8867948317
lf-4/lf126,128,16,16,10,64,8,8,50,3,3,20276.306,0.9045797739
lf-4/lf127,128,16,16,10,32,16,16,86,3,3,20056.743,0.8915128707
lf-4/lf128,128,16,16,10,32,16,16,50,3,3,20419.031,0.8965696039
lf-4/lf129,128,16,16,10,32,16,8,86,3,3,19779.427,0.9032652362
lf-4/lf130,128,16,16,10,32,16,8,50,3,3,19862.535,0.9017913634
lf-4/lf131,128,16,16,10,32,8,16,86,3,3,19996.149,0.9017986977
lf-4/lf132,128,16,16,10,32,8,16,50,3,3,19984.93,0.8633519357
lf-4/lf133,128,16,16,10,32,8,8,86,3,3,19638.604,0.8848071072
lf-4/lf134,128,16,16,10,32,8,8,50,3,3,19621.847,0.9067179445
lf-4/lf135,128,16,16,10,0,0,0,0,3,3,18399.522,0.902639484
lf-4/lf136,64,32,32,100,64,16,16,86,3,3,12310.154,0.7844447852
lf-4/lf137,64,32,32,100,64,16,16,50,3,3,15196.269,0.8472896847
lf-4/lf138,64,32,32,100,64,16,8,86,3,3,11880.613,0.817047642
lf-4/lf139,64,32,32,100,64,16,8,50,3,3,11805.539,0.8411902219
lf-4/lf140,64,32,32,100,64,8,16,86,3,3,11902.661,0.8511864655
lf-4/lf141,64,32,32,100,64,8,16,50,3,3,11583.852,0.8935370339
lf-4/lf142,64,32,32,100,64,8,8,86,3,3,10400.871,0.8712205451
lf-4/lf143,64,32,32,100,64,8,8,50,3,3,10662.093,0.853804098
lf-4/lf144,64,32,32,100,32,16,16,86,3,3,10480.048,0.8615702466
lf-4/lf145,64,32,32,100,32,16,16,50,3,3,10238.656,0.8840663298
lf-4/lf146,64,32,32,100,32,16,8,86,3,3,9588.406,0.8218558683
lf-4/lf147,64,32,32,100,32,16,8,50,3,3,9960.495,0.8640858162
lf-4/lf148,64,32,32,100,32,8,16,86,3,3,10301.397,0.8791915482
lf-4/lf149,64,32,32,100,32,8,16,50,3,3,9859.817,0.8199888159
lf-4/lf150,64,32,32,100,32,8,8,86,3,3,11116.368,0.8132795467
lf-4/lf151,64,32,32,100,32,8,8,50,3,3,10910.277,0.8254326088
lf-4/lf152,64,32,32,100,0,0,0,0,3,3,9900.671,0.8576752063
lf-4/lf153,64,32,32,10,64,16,16,86,3,3,12320.648,0.8998382056
lf-4/lf154,64,32,32,10,64,16,16,50,3,3,12835.931,0.88850631
lf-4/lf155,64,32,32,10,64,16,8,86,3,3,11707.071,0.8497372746
lf-4/lf156,64,32,32,10,64,16,8,50,3,3,11882.197,0.8491025642
lf-4/lf157,64,32,32,10,64,8,16,86,3,3,12010.534,0.8878556413
lf-4/lf158,64,32,32,10,64,8,16,50,3,3,11848.124,0.9005728802
lf-4/lf159,64,32,32,10,64,8,8,86,3,3,11673.553,0.9268427904
lf-4/lf160,64,32,32,10,64,8,8,50,3,3,11621.181,0.9214404542
lf-4/lf161,64,32,32,10,32,16,16,86,3,3,11451.308,0.8807682485
lf-4/lf162,64,32,32,10,32,16,16,50,3,3,11488.818,0.9006211472
lf-4/lf163,64,32,32,10,32,16,8,86,3,3,11234.647,0.9186957277
lf-4/lf164,64,32,32,10,32,16,8,50,3,3,11157.422,0.9321604389
lf-4/lf165,64,32,32,10,32,8,16,86,3,3,11612.8,0.8980778645
lf-4/lf166,64,32,32,10,32,8,16,50,3,3,11542.173,0.9160597557
lf-4/lf167,64,32,32,10,32,8,8,86,3,3,11043.29,0.8911149601
lf-4/lf168,64,32,32,10,32,8,8,50,3,3,11324.089,0.8784888005
lf-4/lf169,64,32,32,10,0,0,0,0,3,3,9977.005,0.9094260021
lf-4/lf170,64,32,16,100,64,16,16,86,3,3,12319.254,0.8708954715
lf-4/lf171,64,32,16,100,64,16,16,50,3,3,15836.705,0.9251592171
lf-4/lf172,64,32,16,100,64,16,8,86,3,3,11902.949,0.9008734649
lf-4/lf173,64,32,16,100,64,16,8,50,3,3,11806.676,0.9019759639
lf-4/lf174,64,32,16,100,64,8,16,86,3,3,11816.927,0.8650116035
lf-4/lf175,64,32,16,100,64,8,16,50,3,3,11865.38,0.9074757663
lf-4/lf176,64,32,16,100,64,8,8,86,3,3,11583.69,0.918493558
lf-4/lf177,64,32,16,100,64,8,8,50,3,3,11420.278,0.9194914042
lf-4/lf178,64,32,16,100,32,16,16,86,3,3,11548.764,0.9005474945
lf-4/lf179,64,32,16,100,32,16,16,50,3,3,11366.913,0.9158638577
lf-4/lf180,64,32,16,100,32,16,8,86,3,3,11156.162,0.8964661116
lf-4/lf181,64,32,16,100,32,16,8,50,3,3,10955.169,0.9233877036
lf-4/lf182,64,32,16,100,32,8,16,86,3,3,11323.716,0.9115036781
lf-4/lf183,64,32,16,100,32,8,16,50,3,3,11357.928,0.8949444386
lf-4/lf184,64,32,16,100,32,8,8,86,3,3,11015.243,0.9117438521
lf-4/lf185,64,32,16,100,32,8,8,50,3,3,10918.757,0.9190075171
lf-4/lf186,64,32,16,100,0,0,0,0,3,3,10035.367,0.8994834559
lf-4/lf187,64,32,16,10,64,16,16,86,3,3,12279.656,0.9363233674
lf-4/lf188,64,32,16,10,64,16,16,50,3,3,12578.042,0.9176632707
lf-4/lf189,64,32,16,10,64,16,8,86,3,3,11670.865,0.925218524
lf-4/lf190,64,32,16,10,64,16,8,50,3,3,11878.196,0.9082357342
lf-4/lf191,64,32,16,10,64,8,16,86,3,3,11859.012,0.9385862776
lf-4/lf192,64,32,16,10,64,8,16,50,3,3,12148.626,0.9255878118
lf-4/lf193,64,32,16,10,64,8,8,86,3,3,11617.291,0.9518009473
lf-4/lf194,64,32,16,10,64,8,8,50,3,3,11767.577,0.9259752642
lf-4/lf195,64,32,16,10,32,16,16,86,3,3,11712.913,0.89396242
lf-4/lf196,64,32,16,10,32,16,16,50,3,3,11516.815,0.9141168307
lf-4/lf197,64,32,16,10,32,16,8,86,3,3,11392.913,0.9042631188
lf-4/lf198,64,32,16,10,32,16,8,50,3,3,11404.154,0.936118109
lf-4/lf199,64,32,16,10,32,8,16,86,3,3,11192.917,0.9311956267
lf-4/lf200,64,32,16,10,32,8,16,50,3,3,11290.728,0.9464466807
lf-4/lf201,64,32,16,10,32,8,8,86,3,3,11120.251,0.9325604057
lf-4/lf202,64,32,16,10,32,8,8,50,3,3,10958.621,0.9387172103
lf-4/lf203,64,32,16,10,0,0,0,0,3,3,10027.073,0.9139158966
lf-4/lf204,64,16,32,100,64,16,16,86,3,3,12169.142,0.9011891234
lf-4/lf205,64,16,32,100,64,16,16,50,3,3,15909.043,0.8883389063
lf-4/lf206,64,16,32,100,64,16,8,86,3,3,11725.763,0.8859802589
lf-4/lf207,64,16,32,100,64,16,8,50,3,3,11820.52,0.9292407414
lf-4/lf208,64,16,32,100,64,8,16,86,3,3,11902.04,0.8901687674
lf-4/lf209,64,16,32,100,64,8,16,50,3,3,11923.221,0.8948383581
lf-4/lf210,64,16,32,100,64,8,8,86,3,3,11561.407,0.8763334557
lf-4/lf211,64,16,32,100,64,8,8,50,3,3,11532.558,0.9392201953
lf-4/lf212,64,16,32,100,32,16,16,86,3,3,11445.261,0.9283304038
lf-4/lf213,64,16,32,100,32,16,16,50,3,3,11493.17,0.8886910065
lf-4/lf214,64,16,32,100,32,16,8,86,3,3,10628.895,0.9207350314
lf-4/lf215,64,16,32,100,32,16,8,50,3,3,10804.231,0.8949027992
lf-4/lf216,64,16,32,100,32,8,16,86,3,3,10580.136,0.9286111262
lf-4/lf217,64,16,32,100,32,8,16,50,3,3,10637.818,0.9302263125
lf-4/lf218,64,16,32,100,32,8,8,86,3,3,10368.498,0.9128003184
lf-4/lf219,64,16,32,100,32,8,8,50,3,3,10044.992,0.8850584566
lf-4/lf220,64,16,32,100,0,0,0,0,3,3,9133.862,0.9305302232
lf-4/lf221,64,16,32,10,64,16,16,86,3,3,10982.26,0.9199503871
lf-4/lf222,64,16,32,10,64,16,16,50,3,3,11261.62,0.9034669741
lf-4/lf223,64,16,32,10,64,16,8,86,3,3,10673.053,0.9105800611
lf-4/lf224,64,16,32,10,64,16,8,50,3,3,10828.864,0.9042647742
lf-4/lf225,64,16,32,10,64,8,16,86,3,3,11074.982,0.9182068308
lf-4/lf226,64,16,32,10,64,8,16,50,3,3,10884.681,0.919073249
lf-4/lf227,64,16,32,10,64,8,8,86,3,3,10723.964,0.9178062927
lf-4/lf228,64,16,32,10,64,8,8,50,3,3,10878.856,0.9317705598
lf-4/lf229,64,16,32,10,32,16,16,86,3,3,10406.422,0.9211944477
lf-4/lf230,64,16,32,10,32,16,16,50,3,3,10098.939,0.9036899568
lf-4/lf231,64,16,32,10,32,16,8,86,3,3,10393.779,0.893293593
lf-4/lf232,64,16,32,10,32,16,8,50,3,3,10032.896,0.9242848376
lf-4/lf233,64,16,32,10,32,8,16,86,3,3,10282.057,0.9280646745
lf-4/lf234,64,16,32,10,32,8,16,50,3,3,9987.737,0.9525829746
lf-4/lf235,64,16,32,10,32,8,8,86,3,3,10123.574,0.9485890824
lf-4/lf236,64,16,32,10,32,8,8,50,3,3,9868.075,0.9253308001
lf-4/lf237,64,16,32,10,0,0,0,0,3,3,8895.65,0.9155424364
lf-4/lf238,64,16,16,100,64,16,16,86,3,3,11244.267,0.8206203854
lf-4/lf239,64,16,16,100,64,16,16,50,3,3,15533.159,0.83929051
lf-4/lf240,64,16,16,100,64,16,8,86,3,3,10961.945,0.8216260052
lf-4/lf241,64,16,16,100,64,16,8,50,3,3,10976.308,0.904272476
lf-4/lf242,64,16,16,100,64,8,16,86,3,3,10580.513,0.8882361018
lf-4/lf243,64,16,16,100,64,8,16,50,3,3,10914.121,0.8846439416
lf-4/lf244,64,16,16,100,64,8,8,86,3,3,10636.993,0.8768986311
lf-4/lf245,64,16,16,100,64,8,8,50,3,3,10208.799,0.8386688904
lf-4/lf246,64,16,16,100,32,16,16,86,3,3,9676.997,0.8877888896
lf-4/lf247,64,16,16,100,32,16,16,50,3,3,10683.185,0.855518632
lf-4/lf248,64,16,16,100,32,16,8,86,3,3,10082.69,0.815330559
lf-4/lf249,64,16,16,100,32,16,8,50,3,3,10298.701,0.8599398046
lf-4/lf250,64,16,16,100,32,8,16,86,3,3,10044.714,0.9116746419
lf-4/lf251,64,16,16,100,32,8,16,50,3,3,10307.292,0.8305680426
lf-4/lf252,64,16,16,100,32,8,8,86,3,3,9492.718,0.8506286126
lf-4/lf253,64,16,16,100,32,8,8,50,3,3,10082.888,0.8590554598
lf-4/lf254,64,16,16,100,0,0,0,0,3,3,9743.345,0.8042371477
lf-4/lf255,64,16,16,10,64,16,16,86,3,3,12166.971,0.8375363658
lf-4/lf256,64,16,16,10,64,16,16,50,3,3,11866.775,0.8709054539
lf-4/lf257,64,16,16,10,64,16,8,86,3,3,10724.563,0.8328841931
lf-4/lf258,64,16,16,10,64,16,8,50,3,3,11908.412,0.8067674949
lf-4/lf259,64,16,16,10,64,8,16,86,3,3,10650.407,0.8990818503
lf-4/lf260,64,16,16,10,64,8,16,50,3,3,11899.694,0.8297368674
lf-4/lf261,64,16,16,10,64,8,8,86,3,3,10577.415,0.8431682897
lf-4/lf262,64,16,16,10,64,8,8,50,3,3,10922.147,0.8416143988
lf-4/lf263,64,16,16,10,32,16,16,86,3,3,11431.251,0.8222980695
lf-4/lf264,64,16,16,10,32,16,16,50,3,3,11736.909,0.875397953
lf-4/lf265,64,16,16,10,32,16,8,86,3,3,11412.306,0.8574943371
lf-4/lf266,64,16,16,10,32,16,8,50,3,3,10559.81,0.848837946
lf-4/lf267,64,16,16,10,32,8,16,86,3,3,11561.715,0.8532974063
lf-4/lf268,64,16,16,10,32,8,16,50,3,3,10794.827,0.847917667
lf-4/lf269,64,16,16,10,32,8,8,86,3,3,11095.995,0.8702217782
lf-4/lf270,64,16,16,10,32,8,8,50,3,3,11014.21,0.8258142948
lf-4/lf271,64,16,16,10,0,0,0,0,3,3,9459.398,0.8011099141
lf-6/lf0,128,32,32,100,64,16,16,86,3,2,14977.0806666667,0.8860889134
lf-6/lf1,128,32,32,100,64,16,16,50,3,2,16246.1266666667,0.8502226688
lf-6/lf2,128,32,32,100,64,16,8,86,3,2,14494.988,0.8515508142
lf-6/lf3,128,32,32,100,64,16,8,50,3,2,14724.3426666667,0.8803717782
lf-6/lf4,128,32,32,100,64,8,16,86,3,2,14704.974,0.8598318281
lf-6/lf5,128,32,32,100,64,8,16,50,3,2,14639.492,0.8763665427
lf-6/lf6,128,32,32,100,64,8,8,86,3,2,14562.2593333333,0.8895612267
lf-6/lf7,128,32,32,100,64,8,8,50,3,2,14673.5293333333,0.8396090234
lf-6/lf8,128,32,32,100,32,16,16,86,3,2,14548.8446666667,0.8953683488
lf-6/lf9,128,32,32,100,32,16,16,50,3,2,14280.134,0.8717762252
lf-6/lf10,128,32,32,100,32,16,8,86,3,2,14090.502,0.8724813337
lf-6/lf11,128,32,32,100,32,16,8,50,3,2,14339.4386666667,0.8630896715
lf-6/lf12,128,32,32,100,32,8,16,86,3,2,14157.6513333333,0.8697260966
lf-6/lf13,128,32,32,100,32,8,16,50,3,2,14316.4133333333,0.8600656643
lf-6/lf14,128,32,32,100,32,8,8,86,3,2,14270.2953333333,0.8430572055
lf-6/lf15,128,32,32,100,32,8,8,50,3,2,13901.35,0.86863369
lf-6/lf16,128,32,32,100,0,0,0,0,3,2,13597.228,0.8668786679
lf-6/lf17,128,32,32,10,64,16,16,86,3,2,15117.112,0.9308411263
lf-6/lf18,128,32,32,10,64,16,16,50,3,2,15033.6313333333,0.9248537958
lf-6/lf19,128,32,32,10,64,16,8,86,3,2,14862.2393333333,0.9378424302
lf-6/lf20,128,32,32,10,64,16,8,50,3,2,14741.5086666667,0.932318029
lf-6/lf21,128,32,32,10,64,8,16,86,3,2,14745.5606666667,0.9351427159
lf-6/lf22,128,32,32,10,64,8,16,50,3,2,14831.2446666667,0.9417989075
lf-6/lf23,128,32,32,10,64,8,8,86,3,2,14710.5266666667,0.9469641801
lf-6/lf24,128,32,32,10,64,8,8,50,3,2,14628.0433333333,0.9208693059
lf-6/lf25,128,32,32,10,32,16,16,86,3,2,14271.6453333333,0.9366405033
lf-6/lf26,128,32,32,10,32,16,16,50,3,2,14536.19,0.9295987363
lf-6/lf27,128,32,32,10,32,16,8,86,3,2,14190.058,0.9343584511
lf-6/lf28,128,32,32,10,32,16,8,50,3,2,14332.802,0.9449820247
lf-6/lf29,128,32,32,10,32,8,16,86,3,2,14529.7906666667,0.9353389274
lf-6/lf30,128,32,32,10,32,8,16,50,3,2,14476.0513333333,0.9180939791
lf-6/lf31,128,32,32,10,32,8,8,86,3,2,13643.454,0.9246091012
lf-6/lf32,128,32,32,10,32,8,8,50,3,2,13668.6826666667,0.9490325404
lf-6/lf33,128,32,32,10,0,0,0,0,3,2,12526.7593333333,0.9241936003
lf-6/lf34,128,32,16,100,64,16,16,86,3,2,14931.9313333333,0.9048138901
lf-6/lf35,128,32,16,100,64,16,16,50,3,2,16540.772,0.9271134117
lf-6/lf36,128,32,16,100,64,16,8,86,3,2,14295.4873333333,0.9173369401
lf-6/lf37,128,32,16,100,64,16,8,50,3,2,14489.5146666667,0.9183625705
lf-6/lf38,128,32,16,100,64,8,16,86,3,2,14536.18,0.8981648157
lf-6/lf39,128,32,16,100,64,8,16,50,3,2,13014.978,0.9036039698
lf-6/lf40,128,32,16,100,64,8,8,86,3,2,12709.062,0.9344572594
lf-6/lf41,128,32,16,100,64,8,8,50,3,2,12895.6513333333,0.9098103315
lf-6/lf42,128,32,16,100,32,16,16,86,3,2,12552.7426666667,0.8918346827
lf-6/lf43,128,32,16,100,32,16,16,50,3,2,12615.1306666667,0.9007074893
lf-6/lf44,128,32,16,100,32,16,8,86,3,2,12925.5026666667,0.8740287311
lf-6/lf45,128,32,16,100,32,16,8,50,3,2,12408.2646666667,0.8959678441
lf-6/lf46,128,32,16,100,32,8,16,86,3,2,13260.756,0.8907421198
lf-6/lf47,128,32,16,100,32,8,16,50,3,2,13214.7866666667,0.9184809679
lf-6/lf48,128,32,16,100,32,8,8,86,3,2,12989.3533333333,0.9260576621
lf-6/lf49,128,32,16,100,32,8,8,50,3,2,12669.5926666667,0.9209554111
lf-6/lf50,128,32,16,100,0,0,0,0,3,2,11726.6513333333,0.9273064005
lf-6/lf51,128,32,16,10,64,16,16,86,3,2,12911.1706666667,0.9398400165
lf-6/lf52,128,32,16,10,64,16,16,50,3,2,13226.5513333333,0.9613196981
lf-6/lf53,128,32,16,10,64,16,8,86,3,2,12100.018,0.9201719489
lf-6/lf54,128,32,16,10,64,16,8,50,3,2,12976.048,0.9130294786
lf-6/lf55,128,32,16,10,64,8,16,86,3,2,14432.5046666667,0.9464284311
lf-6/lf56,128,32,16,10,64,8,16,50,3,2,14548.63,0.950303523
lf-6/lf57,128,32,16,10,64,8,8,86,3,2,14365.4546666667,0.9413947148
lf-6/lf58,128,32,16,10,64,8,8,50,3,2,14502.884,0.9385827614
lf-6/lf59,128,32,16,10,32,16,16,86,3,2,14283.6473333333,0.9308586542
lf-6/lf60,128,32,16,10,32,16,16,50,3,2,14126.5966666667,0.9469184728
lf-6/lf61,128,32,16,10,32,16,8,86,3,2,14092.0133333333,0.9305336181
lf-6/lf62,128,32,16,10,32,16,8,50,3,2,14197.2753333333,0.9543150495
lf-6/lf63,128,32,16,10,32,8,16,86,3,2,14162.564,0.9454881681
lf-6/lf64,128,32,16,10,32,8,16,50,3,2,14192.292,0.9418592912
lf-6/lf65,128,32,16,10,32,8,8,86,3,2,14083.3426666667,0.9577803954
lf-6/lf66,128,32,16,10,32,8,8,50,3,2,14072.9106666667,0.9218258473
lf-6/lf67,128,32,16,10,0,0,0,0,3,2,13528.0393333333,0.9229783501
lf-6/lf68,128,16,32,100,64,16,16,86,3,2,14773.1993333333,0.8767445624
lf-6/lf69,128,16,32,100,64,16,16,50,3,2,16336.802,0.905212638
lf-6/lf70,128,16,32,100,64,16,8,86,3,2,14519.9433333333,0.9089639638
lf-6/lf71,128,16,32,100,64,16,8,50,3,2,14541.8266666667,0.8909371023
lf-6/lf72,128,16,32,100,64,8,16,86,3,2,14547.438,0.9215247692
lf-6/lf73,128,16,32,100,64,8,16,50,3,2,14582.2246666667,0.9172620193
lf-6/lf74,128,16,32,100,64,8,8,86,3,2,14239.7366666667,0.9263879512
lf-6/lf75,128,16,32,100,64,8,8,50,3,2,14387.836,0.9049220149
lf-6/lf76,128,16,32,100,32,16,16,86,3,2,14670.318,0.8964499131
lf-6/lf77,128,16,32,100,32,16,16,50,3,2,14411.3246666667,0.9018680544
lf-6/lf78,128,16,32,100,32,16,8,86,3,2,14091.7546666667,0.8591383535
lf-6/lf79,128,16,32,100,32,16,8,50,3,2,14039.2953333333,0.9055524517
lf-6/lf80,128,16,32,100,32,8,16,86,3,2,14487.3673333333,0.8963121995
lf-6/lf81,128,16,32,100,32,8,16,50,3,2,14412.788,0.8879108618
lf-6/lf82,128,16,32,100,32,8,8,86,3,2,14246.5473333333,0.8921178147
lf-6/lf83,128,16,32,100,32,8,8,50,3,2,14015.686,0.9053224448
lf-6/lf84,128,16,32,100,0,0,0,0,3,2,13345.71,0.9280060453
lf-6/lf85,128,16,32,10,64,16,16,86,3,2,14734.014,0.933155201
lf-6/lf86,128,16,32,10,64,16,16,50,3,2,14935.8306666667,0.9213930895
lf-6/lf87,128,16,32,10,64,16,8,86,3,2,14758.9993333333,0.9291399704
lf-6/lf88,128,16,32,10,64,16,8,50,3,2,14684.734,0.9277976341
lf-6/lf89,128,16,32,10,64,8,16,86,3,2,14574.2773333333,0.9360911513
lf-6/lf90,128,16,32,10,64,8,16,50,3,2,14665.43,0.9470571426
lf-6/lf91,128,16,32,10,64,8,8,86,3,2,14787.1813333333,0.9468874589
lf-6/lf92,128,16,32,10,64,8,8,50,3,2,14361.8673333333,0.9293279089
lf-6/lf93,128,16,32,10,32,16,16,86,3,2,14439.756,0.9416895502
lf-6/lf94,128,16,32,10,32,16,16,50,3,2,14265.652,0.923997524
lf-6/lf95,128,16,32,10,32,16,8,86,3,2,14272.7066666667,0.9226678637
lf-6/lf96,128,16,32,10,32,16,8,50,3,2,14085.6086666667,0.9474789461
lf-6/lf97,128,16,32,10,32,8,16,86,3,2,14486.64,0.9390301245
lf-6/lf98,128,16,32,10,32,8,16,50,3,2,14322.54,0.9351856189
lf-6/lf99,128,16,32,10,32,8,8,86,3,2,14086.1946666667,0.9308318664
lf-6/lf100,128,16,32,10,32,8,8,50,3,2,14284.05,0.930578901
lf-6/lf101,128,16,32,10,0,0,0,0,3,2,13306.6566666667,0.9109293463
lf-6/lf102,128,16,16,100,64,16,16,86,3,2,14595.8653333333,0.8783226165
lf-6/lf103,128,16,16,100,64,16,16,50,3,2,16822.0433333333,0.8977335732
lf-6/lf104,128,16,16,100,64,16,8,86,3,2,14416.3826666667,0.878986071
lf-6/lf105,128,16,16,100,64,16,8,50,3,2,14628.9833333333,0.8758520507
lf-6/lf106,128,16,16,100,64,8,16,86,3,2,14709.4346666667,0.8603311858
lf-6/lf107,128,16,16,100,64,8,16,50,3,2,14621.6866666667,0.8457230767
lf-6/lf108,128,16,16,100,64,8,8,86,3,2,14527.3273333333,0.8789035393
lf-6/lf109,128,16,16,100,64,8,8,50,3,2,14250.4333333333,0.8743984233
lf-6/lf110,128,16,16,100,32,16,16,86,3,2,14275.2893333333,0.9014238632
lf-6/lf111,128,16,16,100,32,16,16,50,3,2,14308.9013333333,0.9013835835
lf-6/lf112,128,16,16,100,32,16,8,86,3,2,13522.1373333333,0.8810575831
lf-6/lf113,128,16,16,100,32,16,8,50,3,2,13463.8733333333,0.8803622065
lf-6/lf114,128,16,16,100,32,8,16,86,3,2,13298.6086666667,0.8876285996
lf-6/lf115,128,16,16,100,32,8,16,50,3,2,13326.9453333333,0.8896533387
lf-6/lf116,128,16,16,100,32,8,8,86,3,2,13272.4746666667,0.8713057723
lf-6/lf117,128,16,16,100,32,8,8,50,3,2,13162.5406666667,0.8835786671
lf-6/lf118,128,16,16,100,0,0,0,0,3,2,12446.4606666667,0.9081748947
lf-6/lf119,128,16,16,10,64,16,16,86,3,2,13891.268,0.8889231696
lf-6/lf120,128,16,16,10,64,16,16,50,3,2,13910.316,0.9094109083
lf-6/lf121,128,16,16,10,64,16,8,86,3,2,13506.852,0.9125730582
lf-6/lf122,128,16,16,10,64,16,8,50,3,2,13517.8086666667,0.9284054508
lf-6/lf123,128,16,16,10,64,8,16,86,3,2,13903.9753333333,0.9149265511
lf-6/lf124,128,16,16,10,64,8,16,50,3,2,13624.502,0.9208520861
lf-6/lf125,128,16,16,10,64,8,8,86,3,2,13422.0766666667,0.9053135919
lf-6/lf126,128,16,16,10,64,8,8,50,3,2,13517.5373333333,0.9011259899
lf-6/lf127,128,16,16,10,32,16,16,86,3,2,13371.162,0.8904264779
lf-6/lf128,128,16,16,10,32,16,16,50,3,2,13612.6873333333,0.9060987565
lf-6/lf129,128,16,16,10,32,16,8,86,3,2,13186.2846666667,0.8915699044
lf-6/lf130,128,16,16,10,32,16,8,50,3,2,13241.69,0.8894711514
lf-6/lf131,128,16,16,10,32,8,16,86,3,2,13330.766,0.8971269397
lf-6/lf132,128,16,16,10,32,8,16,50,3,2,13323.2866666667,0.8659652673
lf-6/lf133,128,16,16,10,32,8,8,86,3,2,13092.4026666667,0.8474963643
lf-6/lf134,128,16,16,10,32,8,8,50,3,2,13081.2313333333,0.8841966232
lf-6/lf135,128,16,16,10,0,0,0,0,3,2,12266.348,0.898465469
lf-6/lf136,64,32,32,100,64,16,16,86,3,2,8206.7693333333,0.858648738
lf-6/lf137,64,32,32,100,64,16,16,50,3,2,10130.846,0.8970172936
lf-6/lf138,64,32,32,100,64,16,8,86,3,2,7920.4086666667,0.8673043458
lf-6/lf139,64,32,32,100,64,16,8,50,3,2,7870.3593333333,0.8665160466
lf-6/lf140,64,32,32,100,64,8,16,86,3,2,7935.1073333333,0.8949814569
lf-6/lf141,64,32,32,100,64,8,16,50,3,2,7722.568,0.9080225396
lf-6/lf142,64,32,32,100,64,8,8,86,3,2,6933.914,0.8853724072
lf-6/lf143,64,32,32,100,64,8,8,50,3,2,7108.062,0.8923072448
lf-6/lf144,64,32,32,100,32,16,16,86,3,2,6986.6986666667,0.8922596509
lf-6/lf145,64,32,32,100,32,16,16,50,3,2,6825.7706666667,0.918732875
lf-6/lf146,64,32,32,100,32,16,8,86,3,2,6392.2706666667,0.8738585615
lf-6/lf147,64,32,32,100,32,16,8,50,3,2,6640.33,0.8932025103
lf-6/lf148,64,32,32,100,32,8,16,86,3,2,6867.598,0.9219354649
lf-6/lf149,64,32,32,100,32,8,16,50,3,2,6573.2113333333,0.8997777456
lf-6/lf150,64,32,32,100,32,8,8,86,3,2,7410.912,0.846838212
lf-6/lf151,64,32,32,100,32,8,8,50,3,2,7273.518,0.8469684085
lf-6/lf152,64,32,32,100,0,0,0,0,3,2,6600.4473333333,0.866976467
lf-6/lf153,64,32,32,10,64,16,16,86,3,2,8213.7653333333,0.9155630964
lf-6/lf154,64,32,32,10,64,16,16,50,3,2,8557.2873333333,0.9224892054
lf-6/lf155,64,32,32,10,64,16,8,86,3,2,7804.714,0.9176998907
lf-6/lf156,64,32,32,10,64,16,8,50,3,2,7921.4646666667,0.9274631471
lf-6/lf157,64,32,32,10,64,8,16,86,3,2,8007.0226666667,0.9283403467
lf-6/lf158,64,32,32,10,64,8,16,50,3,2,7898.7493333333,0.9150493863
lf-6/lf159,64,32,32,10,64,8,8,86,3,2,7782.3686666667,0.9436927543
lf-6/lf160,64,32,32,10,64,8,8,50,3,2,7747.454,0.9287381979
lf-6/lf161,64,32,32,10,32,16,16,86,3,2,7634.2053333333,0.9175369999
lf-6/lf162,64,32,32,10,32,16,16,50,3,2,7659.212,0.932808669
lf-6/lf163,64,32,32,10,32,16,8,86,3,2,7489.7646666667,0.9323995728
lf-6/lf164,64,32,32,10,32,16,8,50,3,2,7438.2813333333,0.9450898813
lf-6/lf165,64,32,32,10,32,8,16,86,3,2,7741.8666666667,0.9106650131
lf-6/lf166,64,32,32,10,32,8,16,50,3,2,7694.782,0.9422065225
lf-6/lf167,64,32,32,10,32,8,8,86,3,2,7362.1933333333,0.9209835355
lf-6/lf168,64,32,32,10,32,8,8,50,3,2,7549.3926666667,0.9178647454
lf-6/lf169,64,32,32,10,0,0,0,0,3,2,6651.3366666667,0.9422585751
lf-6/lf170,64,32,16,100,64,16,16,86,3,2,8212.836,0.8794533462
lf-6/lf171,64,32,16,100,64,16,16,50,3,2,10557.8033333333,0.9226525654
lf-6/lf172,64,32,16,100,64,16,8,86,3,2,7935.2993333333,0.9179104519
lf-6/lf173,64,32,16,100,64,16,8,50,3,2,7871.1173333333,0.9102361837
lf-6/lf174,64,32,16,100,64,8,16,86,3,2,7877.9513333333,0.8937698303
lf-6/lf175,64,32,16,100,64,8,16,50,3,2,7910.2533333333,0.9093407925
lf-6/lf176,64,32,16,100,64,8,8,86,3,2,7722.46,0.9396409943
lf-6/lf177,64,32,16,100,64,8,8,50,3,2,7613.5186666667,0.9027305423
